gaokao_rank,word,phonetic,translation,priority,local_corpus_count,local_corpus_rank,frq_rank,bnc_rank,collins,oxford,tags,exchange,definition
3021,erupt,i'rʌpt,vi. 爆发；vt. 喷出,C,0,0,5291,6441,2,,gk cet6 ky toefl ielts gre,p:erupted/d:erupted/3:erupts/i:erupting,v. start abruptly v. erupt or intensify suddenly v. start to burn or burst into flames v. break out
3022,dusty,'dʌsti,"a. 灰尘多的, 无聊的, 含糊的, 粉末状的",C,0,0,5298,6602,1,,gk,r:dustier,s. covered with a layer of dust
3023,fortunate,'fɒ:tʃәnit,"a. 幸运的, 幸福的",C,0,0,5300,4680,2,,gk cet4 cet6 ky toefl,,a. having unexpected good fortune s. supremely favored s. presaging good fortune
3024,breakthrough,'breikθru:,"n. 突破；[经] 突破, 新发现, 新进展",C,0,0,5308,6455,,,gk ielts,s:breakthroughs,n. making an important discovery n. a penetration of a barrier such as an enemy's defense
3025,avenue,'ævәnju:,"n. 大街, 途径, 林荫路",C,0,0,5320,3634,2,,gk cet4 ky toefl ielts,s:avenues,n. a line of approach n. a wide street or thoroughfare
3026,attain,ә'tein,"vt. 达到, 获得；vi. 达到",C,0,0,5323,5042,1,,gk cet4 cet6 ky toefl ielts gre,d:attained/i:attaining/p:attained/3:attains,"v to gain with effort v reach a point in time, or a certain state or level v find unexpectedly v reach a destination, either real or abstract"
3027,dinosaur,'dainәsɒ:,n. 恐龙,C,0,0,5326,7298,2,,gk toefl,s:dinosaurs,n. any of numerous extinct terrestrial reptiles of the Mesozoic era
3028,theft,θeft,"n. 盗窃, 失窃, 盗窃罪, 赃物；[法] 盗窃行为, 偷窃, 失窃",C,0,0,5367,3545,2,,gk cet6 ky toefl ielts,s:thefts,n the act of taking something from someone unlawfully
3029,frog,frɒg,"n. 青蛙；[医] 蛙, 马蹄叉",C,0,0,5370,5747,1,,zk gk cet4 cet6 ky,s:frogs/d:frogged/p:frogged/i:frogging/3:frogs,n. any of various tailless stout-bodied amphibians with long hind limbs for leaping; semiaquatic and terrestrial species n. a person of French descent n. a decorative loop of braid or cord v. hunt frogs for food
3030,vanilla,vә'nilә,"n. 香草, 香子兰",C,0,0,5374,16038,,,gk gre,,n. any of numerous climbing plants of the genus Vanilla having fleshy leaves and clusters of large waxy highly fragrant white or green or topaz flowers n. a flavoring prepared from vanilla beans macerated in alcohol (or imitating vanilla beans) n. a distinctive fragrant flavor characteristic of vanilla beans
3031,grill,gril,"n. 烤架, 铁格子, 烤肉；v. 烧, 烤, 严加盘问, 给...装栅栏",C,0,0,5395,9117,2,,gk ielts gre,i:grilling/s:grills/d:grilled/p:grilled/3:grills,n. a framework of metal bars used as a partition or a grate v. cook over a grill v. examine thoroughly
3032,systematic,.sisti'mætik,"a. 有系统的, 分类上的, 体系的；[医] 系统的, 系的, 分类的",C,0,0,5408,4045,2,,gk cet4 cet6 ky toefl ielts,s:systematics,a. characterized by order and planning
3033,correspond,.kɒri'spɒnd,"vi. 符合, 通信, 相当；[法] 符合, 一致, 相当",C,0,0,5415,3234,2,,gk cet4 cet6 ky toefl ielts,3:corresponds/i:corresponding/p:corresponded/d:corresponded,v. exchange messages
3034,strawberry,'strɒ:bәri,n. 草莓,C,0,0,5437,7842,2,,zk gk cet4 cet6 ky,s:strawberries,n. sweet fleshy red fruit n. any of various low perennial herbs with many runners and bearing white flowers followed by edible fruits having many small achenes scattered on the surface of an enlarged red pulpy berry n. a soft red birthmark
3035,portable,'pɒ:tәbl,"a. 可携带的, 可搬运的, 可移动的；[计] 可移植的",C,0,0,5441,6014,2,,gk cet4 cet6 ky toefl ielts gre,s:portables,n. a small light typewriter; usually with a case in which it can be carried a. easily or conveniently transported s. of a motor designed to be attached to the outside of a boat's hull
3036,tease,ti:z,"n. 揶揄, 戏弄, 逗惹；vt. 戏弄, 取笑, 强求, 梳理, 使起毛",C,0,0,5458,6082,2,,gk cet6 ky toefl ielts gre,p:teased/i:teasing/d:teased/3:teases/s:teases,n. someone given to teasing (as by mocking or stirring curiosity) n. the act of harassing someone playfully or maliciously (especially by ridicule); provoking someone with persistent annoyances v. annoy persistently v. harass with persistent criticism or carping
3037,rigid,'ridʒid,"a. 坚硬的, 刚性的, 严格的, 精密的, 刻板的",C,0,0,5469,4475,2,,gk cet4 cet6 ky toefl ielts gre,,s. incapable of or resistant to bending s. incapable of compromise or flexibility a. designating an airship or dirigible having a form maintained by a stiff unyielding frame or structure
3038,hometown,hәum'taun,"n. 故乡, 家乡",C,0,0,5471,33112,1,,zk gk,,n. the town (or city) where you grew up or where you have your principal residence
3039,settler,'setlә,"n. 移民者, 解决者, 结算员；[化] 沉淀池; 沉降器; 澄清槽",C,0,0,5489,8005,2,,gk,s:settlers,n. a person who settles in a new colony or moves into new country n. a negotiator who settles disputes n. a clerk in a betting shop who calculates the winnings
3040,contrary,'kɒntrәri,"a. 相反的, 矛盾的, 对立的；n. 相反, 对立面；adv. 相反地",C,0,0,5495,4761,2,,gk cet4 cet6 ky toefl,s:contraries,n. exact opposition n. a logical relation such that two propositions are contraries if both cannot be true but both can be false s. very opposed in nature or character or purpose s. of words or propositions so related that both cannot be true but both may be false
3041,firefighter,ˈfaɪəfaɪtə(r),n. <美>消防队员,C,0,0,5511,17650,,,gk,s:firefighters,n a member of a fire department who tries to extinguish fires
3042,applicant,'æplikәnt,"n. 申请者；[经] 申请人, 请求人, 谋事人",C,0,0,5512,3159,2,,gk cet4 toefl ielts gre,s:applicants,n. a person who requests or seeks something such as assistance or employment or admission
3043,supper,'sʌpә,n. 晚餐,C,0,0,5514,4153,2,,zk gk,s:suppers,n. a light evening meal; served in early evening if dinner is at midday or served late in the evening at bedtime n. a social gathering where a light evening meal is served
3044,Egyptian,i'dʒipʃәn,"n. 埃及人；a. 埃及的, 埃及人的",C,0,0,5515,5710,,,gk cet6 ielts,s:egyptians,n. a native or inhabitant of Egypt n. the ancient and now extinct language of Egypt under the Pharaohs; written records date back to 3000 BC a. of or relating to or characteristic of Egypt or its people or their language
3045,modem,'mәudem,n. 调制解调器；[计] 调制解调器,C,0,0,5518,9165,,,gk toefl,s:modems,n. (from a combination of MOdulate and DEModulate) electronic equipment consisting of a device used to connect computers by a telephone line
3046,visa,'vi:zә,n. 签证；vt. 签发,C,0,0,5525,8033,2,,gk cet6 ky ielts,s:visas/i:visaing/p:visaed/3:visas/d:visaed,n. an endorsement made in a passport that allows the bearer to enter the country issuing it v. provide (a passport) with a visa v. approve officially
3047,overhead,'әuvәhed,"n. 经常开支, 普通用费, 天花板；a. 在头上的, 高架的；adv. 在头顶上, 在空中, 在高处, 从头到脚全部没入地；[计] 总开销; 额外开销",C,0,0,5527,7523,2,,gk cet4 cet6 ky ielts,s:overheads,n. (nautical) the top surface of an enclosed space on a ship n. a hard return hitting the tennis ball above your head a. located or originating from above r. above your head; in the sky
3048,goose,gu:s,"n. 鹅, 雌鹅, 鹅肉, 弯把熨斗；vt. 与...性交, 突然加大油门, 使生色, 喝倒彩",C,0,0,5529,6076,2,,zk gk cet4 cet6 ky,s:geese/d:goosed/p:goosed/i:goosing/3:gooses,n. web-footed long-necked typically gregarious migratory aquatic birds usually larger and less aquatic than ducks n. flesh of a goose (domestic or wild) v. pinch in the buttocks v. prod into action
3049,fireplace,'faiәpleis,n. 壁炉,C,0,0,5530,6692,1,,gk cet6 ky,s:fireplaces,n. an open recess in a wall at the base of a chimney where a fire can be built
3050,peach,pi:tʃ,"n. 桃子, 桃树, 桃色, 美人儿, 极好的事物；vt. 告发；vi. 告密, 检举",C,0,0,5531,6592,2,,gk cet4 cet6 ky,s:peaches/i:peaching/p:peached/3:peaches/d:peached,n. cultivated in temperate regions n. downy juicy fruit with sweet yellowish or whitish flesh
3051,vivid,'vivid,"a. 生动的, 鲜明的, 鲜艳的, 活泼的, 逼真的, 清晰的",C,0,0,5539,5560,2,,gk cet4 cet6 ky toefl ielts gre,,s. having the clarity and freshness of immediate experience
3052,noble,'nәubl,"n. 贵族；a. 高贵的, 高尚的, 贵族的, 辉煌的",C,0,0,5553,4808,2,,gk cet4 cet6 ky ielts,s:nobles,a. of or belonging to or constituting the hereditary aristocracy especially as derived from feudal times a. having or showing or indicative of high or elevated character s. inert especially toward oxygen
3053,nutrition,nju:'triʃәn,"n. 营养, 营养学；[医] 营养, 营养品",C,0,0,5563,8940,2,,gk cet6 ky toefl ielts gre,,n. (physiology) the organic process of nourishing or being nourished; the processes by which an organism assimilates food and uses it for growth and maintenance n. the scientific study of food and drink (especially in humans)
3054,physicist,'fizisist,"n. 物理学家, 机械唯物论者, 自然科学家；[医] 菲西克氏手术(虹膜圆片切除)",C,0,0,5568,8224,2,,gk cet4 cet6 ky toefl,s:physicists,n. a scientist trained in physics
3055,maple,'meipl,"n. 枫, 枫木, 淡棕色；[机] 枫木",C,0,0,5571,10494,1,,gk cet6 gre,s:maples,n. wood of any of various maple trees; especially the hard close-grained wood of the sugar maple; used especially for furniture and flooring n. any of numerous trees or shrubs of the genus Acer bearing winged seeds in pairs; north temperate zone
3056,salesman,'seilzmәn,"n. 售货员, 推销员；[经] 售货员, 店员, 推销员",C,0,0,5573,6889,2,,gk cet4 cet6 ky,s:salesmen,n. a man salesperson
3057,lamb,læm,"n. 小羊, 羔羊；v. 产羊羔",C,0,0,5590,4170,2,,zk gk cet4 cet6 ky ielts,s:lambs/i:lambing/p:lambed/3:lambs/d:lambed,n. young sheep n. English essayist (1775-1834) n. a person easily deceived or cheated (especially in financial matters) n. a sweet innocent mild-mannered person (especially a child)
3058,fried,fraid,a. 油炸的,C,0,0,5612,10093,,,gk,0:fry/1:dp/d:fried/p:fried,s. cooked by frying in fat
3059,picnic,'piknik,"n. 野餐, 远足, 愉快的经历；vi. 去野餐, 远足",C,0,0,5619,6512,2,,zk gk cet4 ky ielts,d:picnicked/0:picnic/i:picnicking/3:picnic/1:3/p:picnicked/s:picnics,"n. any informal meal eaten outside or on an excursion v. eat alfresco, in the open air"
3060,interpreter,in'tә:pritә,"n. 直译程序, 解释者, 口译者, 注释器；[计] 注释器",C,0,0,5628,7208,,,gk cet4 cet6,s:interpreters,n. someone who mediates between speakers of different languages n. someone who uses art to represent something n. (computer science) a program that translates and executes source language statements one line at a time
3061,nursery,'nә:sәri,"n. 托儿所, 苗圃, 温床；[医] 婴儿室, 托儿所",C,0,0,5632,3383,2,,gk cet4 cet6 ky ielts,s:nurseries,n. a child's room for a baby
3062,collision,kә'liʒәn,"n. 碰撞, 冲突, 抵触；[计] 冲突",C,0,0,5633,6488,2,,gk cet4 cet6 ky toefl ielts gre,s:collisions,n. (physics) a brief event in which two or more bodies come together n. an accident resulting from violent impact of a moving object n. a conflict of opposed ideas or attitudes or goals
3063,boxing,'bɒksiŋ,n. 拳击；[医] 围模(牙科),C,0,0,5637,5109,2,,gk,0:box/1:i/i:boxing,n. fighting with the fists
3064,mat,mæt,"n. 垫, 丛, 衬边；a. 粗糙的, 无光泽的；vi. 纠缠在一起；vt. 铺席于...上, 使无光泽, 使缠结",C,0,0,5639,6419,1,,gk cet4 cet6 ky,s:mats/p:matted/d:matted/i:matting/3:mats,n. a thick flat pad used as a floor covering n. mounting consisting of a border or background for a picture n. sports equipment consisting of a piece of thick padding on the floor for gymnastic sports n. a mass that is densely tangled or interwoven
3065,astronaut,'æstrәnɒ:t,"n. 太空旅行者, 宇航员；[法] 美国太空人",C,0,0,5656,16330,1,,gk cet4 cet6 ky,s:astronauts/3:astronauts,n. a person trained to travel in a spacecraft
3066,mosquito,mә'ski:tәu,n. 蚊子；[医] 蚊,C,0,0,5667,12347,1,,gk cet4 cet6 ky ielts gre,s:mosquitos,n. two-winged insect whose female has a long proboscis to pierce the skin and suck the blood of humans and animals
3067,passive,'pæsiv,"a. 消极的, 被动的, 冷漠的, 顺从的, 无源的；[医] 被动的",C,0,0,5680,4512,2,,gk cet4 cet6 ky toefl ielts gre,s:passives,a. lacking in energy or will s. peacefully resistant in response to injustice a. expressing that the subject of the sentence is the patient of the action denoted by the verb
3068,optional,'ɒpʃәnl,"a. 可选择的, 随意的；[化] 选购的",C,0,0,5692,5815,1,,gk cet4 cet6 ky toefl ielts gre,,a. possible but not necessary; left to personal choice
3069,cigar,si'gɑ:,n. 雪茄,C,0,0,5696,7267,1,,gk cet6 ky,s:cigars,n. a roll of tobacco for smoking
3070,weep,wi:p,"n. 哭, 哭泣；vi. 哭泣, 流泪, 哀悼, 滴落；vt. 哭着使..., 悲叹, 滴下",C,0,0,5709,5087,2,,gk cet4 cet6 ky toefl,p:wept/i:weeping/d:wept/3:weeps,"v shed tears because of sadness, rage, or pain"
3071,applaud,ә'plɒ:d,"v. 拍手喝彩, 称赞, 赞同",C,0,0,5722,7585,2,,gk cet6 ky toefl ielts gre,p:applauded/d:applauded/i:applauding/3:applauds,v. clap one's hands or shout after performances to indicate approval v. express approval of
3072,cube,kju:b,"n. 立方体, 立方；[机] 立方体, 立方",C,0,0,5725,7702,2,,gk cet4 cet6 ky toefl ielts,s:cubes/d:cubed/i:cubing/p:cubed/3:cubes,n. a hexahedron with six equal squares as faces n. the product of three equal terms n. any of several tropical American woody plants of the genus Lonchocarpus whose roots are used locally as a fish poison and commercially as a source of rotenone n. a block in the (approximate) shape of a cube
3073,Swiss,swis,"n. 瑞士人, 瑞士腔调；a. 瑞士的, 瑞士风格的",C,0,0,5727,41007,,,gk cet4 cet6,,n. the natives or inhabitants of Switzerland a. of or relating to Switzerland or its people or culture
3074,FAX,fæks,n. 传真；vt. 发传真；[计] 传真系统; 传真,C,0,0,5729,5816,2,,gk cet4 ky,s:faxes/p:faxed/i:faxing/d:faxed/3:faxes,v. send something via a facsimile machine
3075,facial,'feiʃәl,"n. 美颜, 脸部按摩；a. 脸的, 表面的, 脸部用的",C,0,0,5735,8701,2,,gk,s:facials,n. cranial nerve that supplies facial muscles n. care for the face that usually involves cleansing and massage and the application of cosmetic creams a. of or concerning the face a. of or pertaining to the outside surface of an object
3076,sunset,'sʌnset,"n. 日落, 晚年",C,0,0,5739,7738,2,,gk cet4 cet6 ky toefl,s:sunsets,n. the time in the evening at which the sun begins to fall below the horizon n. atmospheric phenomena accompanying the daily disappearance of the sun n. the daily event of the sun sinking below the horizon s. of a declining industry or technology
3077,skate,skeit,"n. 溜冰, 冰鞋；vi. 滑冰, 滑过",C,0,0,5756,12027,2,,zk gk cet4 cet6 ky,i:skating/s:skates/p:skated/3:skates/d:skated,n. sports equipment that is worn on the feet to enable the wearer to glide along and to be propelled by the alternate actions of the legs n. large edible rays having a long snout and thick tail with pectoral fins continuous with the head; swim by undulating the edges of the pectoral fins v. move along on skates
3078,deed,di:d,"n. 行为, 实行, 契约；vt. 立契转让",C,0,0,5766,4742,1,,gk cet4 cet6 ky gre,s:deeds,n. a legal document signed and sealed and delivered to effect a transfer of property and to show the legal right to possess it
3079,terminal,'tә:minәl,"n. 终端机, 终点, 末端, 极限, 终点站；a. 终点的, 定期的, 致死的, 结尾的, 末端的, 晚期的；[计] 终端; 终端设备",C,0,0,5777,4011,2,,gk cet4 cet6 ky toefl ielts gre,s:terminals,n. station where transport vehicles load or unload passengers or goods n. a contact on an electrical device (such as a battery) at which electric current enters or leaves n. electronic equipment consisting of a device providing access to a computer; has a keyboard and display a. of or relating to or situated at the ends of a delivery route
3080,foolish,'fu:liʃ,"a. 愚蠢的, 傻的",C,0,0,5783,4977,2,,gk cet4 ky toefl,,a. devoid of good sense or judgment
3081,playground,'pleigraund,"n. 运动场, 操场, 度假胜地, 活动场所",C,0,0,5793,6458,1,,zk gk cet4 cet6 ky ielts,s:playgrounds,n. yard consisting of an outdoor area for children's play
3082,primitive,'primitiv,"n. 原始人, 早期艺术家；a. 原始的, 上古的；[计] 图元; 原语; 基元",C,0,0,5798,4019,2,,gk cet4 cet6 ky toefl ielts,s:primitives,n. a person who belongs to an early stage of civilization n. a mathematical expression from which another expression is derived n. a word serving as the basis for inflected or derived forms s. used of preliterate or tribal or nonindustrial societies
3083,balcony,'bælkәni,"n. 阳台, 戏院楼厅",C,0,0,5799,5402,2,,gk cet4 cet6 ky toefl ielts,s:balconies/p:balconied,n. an upper floor projecting from the rear over the main floor in an auditorium n. a platform projecting from the wall of a building and surrounded by a balustrade or railing or parapet
3084,recycle,.ri:'saikl,"vt. 使再循环, 重新利用, 再制；n. 再循环",C,0,0,5806,7344,2,,gk cet6 ky toefl ielts,i:recycling/d:recycled/3:recycles/p:recycled,v. cause to repeat a cycle v. use again after processing
3085,ant,ænt,n. 蚂蚁,C,0,0,5811,5833,1,,zk gk cet4 ky,s:ants/p:anted/i:anting,n. social insect living in organized colonies; characteristically the males and fertile queen have wings during breeding season; wingless sterile females are the workers
3086,coincidence,kәu'insidәns,"n. 巧合, 同时发生；[电] 符合计数器",C,0,0,5812,5527,2,,gk cet6 ky toefl ielts,s:coincidences,n. an event that might have been arranged although it was really accidental n. the quality of occupying the same position or area in space
3087,courtyard,'kɒ:tjɑ:d,"n. 庭院, 天井",C,0,0,5825,5755,1,,gk ky,s:courtyards,n an area wholly or partly surrounded by walls or buildings
3088,terrify,'terifai,"vt. 使恐惧, 恐吓",C,0,0,5828,8606,2,,gk cet6 ky toefl ielts,d:terrified/i:terrifying/p:terrified/3:terrifies,v. fill with terror; frighten greatly
3089,bark,bɑ:k,"n. 树皮, 吠声；vi. 吠, 叫骂；vt. 喊出, 剥树皮",C,0,0,5831,6605,2,,gk cet4 cet6 ky toefl ielts gre,p:barked/i:barking/s:barks/d:barked/3:barks,n. tough protective covering of the woody stems and roots of trees and other woody plants n. a noise resembling the bark of a dog n. a sailing ship with 3 (or more) masts n. the sound made by a dog
3090,microwave,'maikrәuweiv,n. 微波；[计] 微波,C,0,0,5846,7268,2,,gk cet6 toefl,s:microwaves/p:microwaved/i:microwaving/d:microwaved/3:microwaves,"n. a short electromagnetic wave (longer than infrared but shorter than radio waves); used for radar and microwave ovens and for transmitting telephone, facsimile, video and data n. kitchen appliance that cooks food by passing an electromagnetic wave through it; heat results from the absorption of energy by the water molecules in the food v. cook or heat in a microwave oven"
3091,corrupt,kә'rʌpt,"a. 腐败的, 贪污的, 讹误充斥的；vt. 使腐烂, 腐蚀, 使恶化；vi. 腐烂, 堕落",C,0,0,5850,7571,2,,gk cet6 ky ielts gre,d:corrupted/i:corrupting/p:corrupted/3:corrupts/s:corrupts/r:corrupter,v. corrupt morally or by intemperance or sensuality v. alter from the original a. lacking in integrity s. containing errors or alterations
3092,thrill,θril,"n. 震颤, 激动, 刺激性, 一阵激动；vi. 震颤, 颤抖, 激动；vt. 使激动, 使颤动",C,0,0,5858,7773,2,,gk cet4 cet6 ky ielts,s:thrills/3:thrills/i:thrilling/p:thrilled/d:thrilled,n. something that causes you to experience a sudden intense feeling or sensation v. cause to be thrilled by some perceptual input v. feel sudden intense sensation or emotion
3093,recreation,.rekri'eiʃәn,"n. 娱乐, 消遣, 休息, 再创造；[医] 娱乐, 休养",C,0,0,5867,5707,2,,gk cet4 cet6 ky toefl ielts,s:recreations,n an activity that diverts or amuses or stimulates n activity that refreshes and recreates; activity that renews your health and spirits by enjoyment and relaxation
3094,circulate,'sә:kjuleit,"v. (使)流通, (使)循环, (使)传播",C,0,0,5888,4483,2,,gk cet4 cet6 ky toefl ielts gre,d:circulated/i:circulating/p:circulated/3:circulates,"v. cause to become widely known v. cause be distributed v. move through a space, circuit or system, returning to the starting point v. cause to move in a circuit or system"
3095,Easter,'i:stә,n. 复活节,C,0,0,5893,40125,2,,gk ky ielts,s:easters,n. a Christian celebration of the Resurrection of Christ; celebrated on the Sunday following the first full moon after the vernal equinox
3096,absurd,әb'sә:d,"a. 荒谬的, 不合理的, 可笑的；n. 荒诞",C,0,0,5901,5676,2,,gk cet6 ky toefl ielts gre,s:absurds,n. a situation in which life seems irrational and meaningless s. inconsistent with reason or logic or common sense s. incongruous; inviting ridicule
3097,temptation,temp'teiʃәn,"n. 诱惑, 诱惑物；[法] 诱惑, 诱惑物",C,0,0,5906,4682,2,,gk cet4 cet6 ky ielts gre,s:temptations,n. something that seduces or has the quality to seduce n. the desire to have or do something that you know you should avoid
3098,tiger,'taigә,"n. 老虎, 虎, 凶暴的人",C,0,0,5908,4773,1,,zk gk cet4 cet6 ky,s:tigers,n. a fierce or audacious person n. large feline of forests in most of Asia having a tawny coat with black stripes; endangered
3099,feast,fi:st,"n. 宴会, 酒席, 享受, 节日；vt. 款待, 享乐, 请客；vi. 参加宴会, 尽情地吃, 享受",C,0,0,5910,5626,2,,gk cet4 cet6 ky ielts,s:feasts/i:feasting/p:feasted/d:feasted/3:feasts,n. something experienced with great delight v. partake in a feast or banquet v. provide a feast or banquet for
3100,conductor,kәn'dʌktә,"n. 领导者, 指挥者, 售票员, 向导；[化] 导体",C,0,0,5912,6176,2,,gk cet4 cet6 ky toefl,s:conductors,"n. the person who leads a musical group n. a substance that readily conducts e.g. electricity and heat n. the person who collects fares on a public conveyance n. a device designed to transmit electricity, heat, etc."
3101,subjective,sәb'dʒektiv,"a. 主观的, 个人的；[医] 主观的, 自觉的",C,0,0,5947,5186,1,,gk cet6 ky ielts gre,,a. taking place within the mind and modified by individual bias
3102,accountant,ә'kauntәnt,"n. 会计人员, 会计师；[经] 会计师, 会计人员",C,0,0,5949,3280,2,,gk ky toefl ielts,s:accountants,n. someone who maintains and audits business accounts
3103,fairness,'fєәnis,"n. 晴朗, 光明正大, 美丽；[经] 公正, 适当",C,0,0,5954,6946,1,,gk,,n. conformity with rules or standards n. ability to make judgments free from discrimination or dishonesty
3104,correction,kә'rekʃәn,"n. 订正, 改正, 改正的地方；[化] 校正",C,0,0,5966,5971,2,,gk cet4 cet6,s:corrections,n. the act of offering an improvement to replace a mistake; setting right n. a quantity that is added or subtracted in order to increase the accuracy of a scientific measure n. something substituted for an error n. a rebuke for making a mistake
3105,mist,mist,"n. 雾, 迷蒙, 朦胧不清；vt. 使模糊, 使蒙上雾；vi. 变模糊, 下雾",C,0,0,5967,4784,2,,gk cet4 cet6 ky ielts,s:mists/p:misted/i:misting/d:misted/3:mists,n. a thin fog with condensation near the ground v. become covered with mist v. spray finely or cover with mist
3106,lounge,laundʒ,"n. 闲逛, 休闲室, 长沙发；vi. 闲混, (懒洋洋地)躺；vt. 闲混",C,0,0,5990,4410,2,,gk cet6 ky ielts gre,s:lounges/i:lounging/p:lounged/d:lounged/3:lounges,n. a room (as in a hotel or airport) with seating where people can wait v. sit or recline comfortably
3107,recorder,ri'kɒ:dә,"n. 记录员, 录音机；n. 记录器；[计] 宏录制器, 记录器",C,0,0,6015,4975,2,,zk gk cet4 cet6 ky ielts,s:recorders,n. equipment for making records n. a barrister or solicitor who serves as part-time judge in towns or boroughs
3108,coral,'kɒrәl,"n. 珊瑚, 珊瑚色；[化] 珊瑚",C,0,0,6040,5793,1,,gk toefl,s:corals,n. a variable color averaging a deep pink n. the hard stony skeleton of a Mediterranean coral that has a delicate red or pink color and is used for jewelry n. unfertilized lobster roe; reddens in cooking; used as garnish or to color sauces n. marine colonial polyp characterized by a calcareous skeleton; masses in a variety of shapes often forming reefs
3109,maid,meid,"n. 少女, 未婚女子, 女仆",C,0,0,6044,5166,2,,gk cet4 cet6 ky ielts,s:maids,n. a female domestic n. an unmarried girl (especially a virgin)
3110,circus,'sә:kәs,"n. 马戏团, 马戏, 竞技场",C,0,0,6045,6391,2,,gk cet6 ky ielts,s:circuses,"n. a travelling company of entertainers; including trained animals n. a performance given by a traveling company of acrobats, clowns, and trained animals n. a frenetic disorganized (and often comic) disturbance suggestive of a large public entertainment n. (antiquity) an open-air stadium for chariot races and gladiatorial games"
3111,ripe,raip,"a. 成熟的, 熟练的, 成年的；[医] 成熟的",C,0,0,6068,7544,2,,gk cet4 cet6 ky toefl,t:ripest/r:riper,a. fully developed or matured and ready to be eaten or used s. fully prepared or eager s. at the highest point of development especially in judgment or knowledge
3112,unbelievable,.ʌnbi'li:vәbl,a. 难以置信的,C,0,0,6070,8410,2,,gk,,a beyond belief or understanding s having a probability too low to inspire belief
3113,snatch,snætʃ,"n. 抢夺, 攫取, 片断；vt. 夺取, 攫取；vi. 想抢走, 攫取",C,0,0,6071,5049,2,,gk cet6 ky ielts gre,p:snatched/i:snatching/d:snatched/s:snatches/3:snatches,n. a small fragment n. a weightlift in which the barbell is lifted overhead in one rapid motion v. to grasp hastily or eagerly v. to make grasping motions
3114,jewel,'dʒu:әl,"n. 珠宝, 贵重物, 镶珠宝的饰物；vt. 饰以珠宝, 镶以宝石",C,0,0,6074,6409,2,,gk cet4 cet6 ky toefl,s:jewels/p:jewelled/d:jewelled/i:jewelling/3:jewels,n. a precious or semiprecious stone incorporated into a piece of jewelry n. a person who is as brilliant and precious as a piece of jewelry
3115,dial,'daiәl,"n. 刻度盘, 钟面, 转盘；v. 拨",C,0,0,6092,8621,2,,gk cet4 cet6 ky ielts,p:dialled/s:dials/d:dialled/3:dials/i:dialing,n. the face of a timepiece; graduated to show the hours n. the control on a radio or television set that is used for tuning n. the circular graduated indicator on various measuring instruments n. a disc on a telephone that is rotated a fixed distance for each number called
3116,villager,'vilidʒә,n. 村民,C,0,0,6100,6139,2,,gk,s:villagers,n. one who has lived in a village most of their life
3117,garment,'gɑ:mәnt,"n. 衣服, 衣装, 外表",C,0,0,6112,4822,2,,gk cet6 ky toefl ielts gre,s:garments/i:garmenting/p:garmented/3:garments/d:garmented,n. an article of clothing
3118,arctic,'ɑ:ktik,"a. 北极的, 极寒的；n. 北极圈, 北极",C,0,0,6116,6648,1,,gk cet6 toefl ielts gre,s:arctics,n. the regions to the north of the Arctic Circle centered on the North Pole n. a waterproof overshoe that protects shoes from water or snow s. extremely cold
3119,kindergarten,'kindә.gɑ:tn,n. 幼稚园,C,0,0,6121,20561,1,,gk ky ielts,s:kindergartens,n. a preschool for children age 4 to 6 to prepare them for primary school
3120,quilt,kwilt,"n. 棉被；vt. 加软衬料后缝制, 东拼西凑地编；vi. 缝被子",C,0,0,6124,12326,1,,gk cet4 cet6 ky toefl,s:quilts/i:quilting/d:quilted/p:quilted/3:quilts,n. bedding made of two layers of cloth filled with stuffing and stitched together v. stitch or sew together v. create by stitching together
3121,pyramid,'pirәmid,"n. 角锥, 金字塔；v. (使)成金字塔状, (使)渐增, (使)上涨",C,0,0,6129,7071,1,,gk ky toefl,s:pyramids/i:pyramiding/p:pyramided/3:pyramids/d:pyramided,n. a polyhedron having a polygonal base and triangular sides with a common vertex n. (stock market) a series of transactions in which the speculator increases his holdings by using the rising market value of those holdings as margin for further purchases n. a massive monument with a square base and four triangular sides; begun by Cheops around 2700 BC as royal tombs in ancient Egypt v. enlarge one's holdings on an exchange on a continued rise by using paper profits as margin to buy additional amounts
3122,bachelor,'bætʃәlә,"n. 单身汉, 学士；[法] 学士, 单身汉",C,0,0,6130,8615,,,gk cet4 cet6 ky toefl,s:bachelors,n. a man who has never been married v. lead a bachelor's existence
3123,scarf,skɑ:f,"n. 围巾, 头巾, 领带, 领巾, 嵌接；vt. 用围巾围, 嵌接",C,0,0,6140,6554,1,,zk gk cet4 cet6 ky gre,s:scarves/d:scarfed/p:scarfed/i:scarfing/3:scarfs,n. a garment worn around the head or neck or shoulders for warmth or decoration v. masturbate while strangling oneself v. unite by a scarf joint v. wrap in or adorn with a scarf
3124,freeway,'fri:wei,n. 高速公路,C,0,0,6142,23892,1,,gk,s:freeways,n a broad highway designed for high-speed traffic
3125,roller,'rәulә,"n. 滚筒, 滚轴, 压路机；[化] 滚柱; 托辊",C,0,0,6161,6996,2,,gk cet4 cet6,s:rollers/p:rollered/d:rollered/i:rollering,n. a grounder that rolls along the infield n. a long heavy sea wave as it advances towards the shore n. a small wheel without spokes (as on a roller skate) n. a cylinder that revolves
